manga_id,url_manga,title,title_english,title_japanese,chapters,volumes,status,start_published,end_published,score,rank,authors,genres,themes
183,https://myanimelist.net/manga/183/Zoku_Shishunki_Miman_Okotowari,Zoku Shishunki Miman Okotowari,,続・思春期未満お断り,10.0,3.0,Finished,1992-01-14T00:00:00+00:00,1994-01-14T00:00:00+00:00,6.92,9774.0,"['Watase, Yuu']","['Comedy', 'Romance']",[]
184,https://myanimelist.net/manga/184/Shishunki_Miman_Okotowari,Shishunki Miman Okotowari,,思春期未満お断り,18.0,3.0,Finished,1990-12-20T00:00:00+00:00,1991-01-01T00:00:00+00:00,7.02,8379.0,"['Watase, Yuu']","['Comedy', 'Drama', 'Romance']",[]
185,https://myanimelist.net/manga/185/Shishunki_Miman_Okotowari_Kanketsuhen,Shishunki Miman Okotowari Kanketsuhen,,思春期未満お断り・完結編,3.0,1.0,Finished,2000-06-01T00:00:00+00:00,,6.96,9258.0,"['Watase, Yuu']",[],[]
186,https://myanimelist.net/manga/186/Zoku_-_Kindan_no_Koi_wo_Shiyou,Zoku - Kindan no Koi wo Shiyou,,続・禁断の恋をしよう,4.0,1.0,Finished,2001-01-01T00:00:00+00:00,,7.38,3935.0,"['Ohmi, Tomu']","['Fantasy', 'Romance']",[]
187,https://myanimelist.net/manga/187/Kindan_no_Koi_wo_Shiyou,Kindan no Koi wo Shiyou,,禁断の恋をしよう,5.0,1.0,Finished,2000-01-01T00:00:00+00:00,,7.28,5000.0,"['Ohmi, Tomu']","['Drama', 'Fantasy', 'Romance']",[]
188,https://myanimelist.net/manga/188/Kindan_no_Koi_de_Ikou,Kindan no Koi de Ikou,,禁断の恋でいこう,50.0,10.0,Finished,2001-01-01T00:00:00+00:00,2005-01-01T00:00:00+00:00,7.78,1374.0,"['Ohmi, Tomu']","['Drama', 'Fantasy', 'Romance']",[]
190,https://myanimelist.net/manga/190/Juunikyuu_de_Tsukamaete,Juunikyuu de Tsukamaete,Zodiac P.I.,十二宮でつかまえて,20.0,4.0,Finished,2001-03-03T00:00:00+00:00,2002-12-03T00:00:00+00:00,7.37,3970.0,"['Ando, Natsumi']","['Action', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",[]
191,https://myanimelist.net/manga/191/Zipang,Zipang,,ジパング,422.0,43.0,Finished,2000-07-27T00:00:00+00:00,2009-11-05T00:00:00+00:00,7.58,2370.0,"['Kawaguchi, Kaiji']","['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Adult Cast', 'Historical', 'Military', 'Time Travel']"
192,https://myanimelist.net/manga/192/Zip-Up_Boy,Zip-Up Boy,,Zip-up Boy,4.0,1.0,Finished,1998-01-01T00:00:00+00:00,,5.8,,"['Kasama, Rumi']","['Boys Love', 'Drama', 'Erotica']",[]
193,https://myanimelist.net/manga/193/Zig☆Zag,Zig☆Zag,Zig☆Zag,ZIG☆ZAG,44.0,9.0,Finished,2004-09-24T00:00:00+00:00,2008-09-24T00:00:00+00:00,6.97,9065.0,"['Nakaji, Yuki']","['Comedy', 'Drama', 'Romance']",['School']
194,https://myanimelist.net/manga/194/Mai,Mai,"Mai, The Psychic Girl",舞,53.0,6.0,Finished,1985-01-01T00:00:00+00:00,1986-01-01T00:00:00+00:00,6.72,12674.0,"['Kudo, Kazuya', 'Ikegami, Ryouichi']","['Action', 'Supernatural']",[]
195,https://myanimelist.net/manga/195/Zig_x_Zag,Zig x Zag,,ZIG×ZAG,8.0,2.0,Finished,2000-11-13T00:00:00+00:00,2001-06-13T00:00:00+00:00,6.7,12950.0,"['Yasunaga, Kei']","['Drama', 'Sports']",[]
196,https://myanimelist.net/manga/196/Zeus,Zeus,Zeus,ゼウス,3.0,2.0,Finished,1997-10-01T00:00:00+00:00,1998-09-01T00:00:00+00:00,6.18,17702.0,"['Higuri, You']","['Action', 'Boys Love', 'Fantasy']",['Psychological']
197,https://myanimelist.net/manga/197/Zettai_Unmei_Houteishiki,Zettai Unmei Houteishiki,,絶対運命方程式,4.0,1.0,Finished,2004-09-25T00:00:00+00:00,,7.08,,"['Fuwa, Shinri']","['Boys Love', 'Erotica']",[]
198,https://myanimelist.net/manga/198/Gravity_Eyes,Gravity Eyes,Gravity Eyes,グーラビティ・アイズ,8.0,2.0,Finished,2007-01-01T00:00:00+00:00,2008-05-01T00:00:00+00:00,7.61,,"['Fuwa, Shinri']","['Boys Love', 'Erotica']",[]
199,https://myanimelist.net/manga/199/Ningyo_Series,Ningyo Series,,人魚シリーズ,16.0,3.0,Finished,1984-08-01T00:00:00+00:00,1994-02-01T00:00:00+00:00,7.41,3650.0,"['Takahashi, Rumiko']","['Horror', 'Romance', 'Supernatural']",[]
200,https://myanimelist.net/manga/200/Tsumasaki_ni_Kiss,Tsumasaki ni Kiss,A Gentleman's Kiss,爪先にキス,8.0,2.0,Finished,2005-01-01T00:00:00+00:00,2006-01-01T00:00:00+00:00,7.53,,"['Fuwa, Shinri']","['Boys Love', 'Drama', 'Erotica']",[]
